Source,Target,Type,Label
lalg1,lalg2,Undirected,Grundlagen: Mathematik 1
lalg1,wst,Undirected,Grundlagen: Mathematik 1
lalg2,wst,Undirected,Grundlagen: Mathematik 1
an1,an2,Undirected,Grundlagen: Mathematik 2
an1,dglM,Undirected,Grundlagen: Mathematik 2
an1,man,Undirected,Grundlagen: Mathematik 2
an1,num,Undirected,Grundlagen: Mathematik 2
an2,dglM,Undirected,Grundlagen: Mathematik 2
an2,man,Undirected,Grundlagen: Mathematik 2
an2,num,Undirected,Grundlagen: Mathematik 2
dglM,man,Undirected,Grundlagen: Mathematik 2
dglM,num,Undirected,Grundlagen: Mathematik 2
man,num,Undirected,Grundlagen: Mathematik 2
dms,elstk,Undirected,Grundlagen: Technische Mechanik
dms,kmk,Undirected,Grundlagen: Technische Mechanik
dms,md,Undirected,Grundlagen: Technische Mechanik
dms,stk,Undirected,Grundlagen: Technische Mechanik
elstk,kmk,Undirected,Grundlagen: Technische Mechanik
elstk,md,Undirected,Grundlagen: Technische Mechanik
elstk,stk,Undirected,Grundlagen: Technische Mechanik
kmk,md,Undirected,Grundlagen: Technische Mechanik
kmk,stk,Undirected,Grundlagen: Technische Mechanik
md,stk,Undirected,Grundlagen: Technische Mechanik
egts,flmM,Undirected,"Grundlagen: Thermo-/Fluid-
Energietechnik"
egts,thdM,Undirected,"Grundlagen: Thermo-/Fluid-
Energietechnik"
flmM,thdM,Undirected,"Grundlagen: Thermo-/Fluid-
Energietechnik"
hkon,mel,Undirected,"Grundlagen: Werkstoffe,
Fertigung, Konstruktion"
hkon,werk1,Undirected,"Grundlagen: Werkstoffe,
Fertigung, Konstruktion"
hkon,werk2,Undirected,"Grundlagen: Werkstoffe,
Fertigung, Konstruktion"
hkon,werk3,Undirected,"Grundlagen: Werkstoffe,
Fertigung, Konstruktion"
mel,werk1,Undirected,"Grundlagen: Werkstoffe,
Fertigung, Konstruktion"
mel,werk2,Undirected,"Grundlagen: Werkstoffe,
Fertigung, Konstruktion"
mel,werk3,Undirected,"Grundlagen: Werkstoffe,
Fertigung, Konstruktion"
werk1,werk2,Undirected,"Grundlagen: Werkstoffe,
Fertigung, Konstruktion"
werk1,werk3,Undirected,"Grundlagen: Werkstoffe,
Fertigung, Konstruktion"
werk2,werk3,Undirected,"Grundlagen: Werkstoffe,
Fertigung, Konstruktion"
pro1M,pro2M,Undirected,Projekte: Maschinenbau
pro1M,pro3M,Undirected,Projekte: Maschinenbau
pro1M,pro4M,Undirected,Projekte: Maschinenbau
pro1M,pro5M,Undirected,Projekte: Maschinenbau
pro1M,pro6M,Undirected,Projekte: Maschinenbau
pro2M,pro3M,Undirected,Projekte: Maschinenbau
pro2M,pro4M,Undirected,Projekte: Maschinenbau
pro2M,pro5M,Undirected,Projekte: Maschinenbau
pro2M,pro6M,Undirected,Projekte: Maschinenbau
pro3M,pro4M,Undirected,Projekte: Maschinenbau
pro3M,pro5M,Undirected,Projekte: Maschinenbau
pro3M,pro6M,Undirected,Projekte: Maschinenbau
pro4M,pro5M,Undirected,Projekte: Maschinenbau
pro4M,pro6M,Undirected,Projekte: Maschinenbau
pro5M,pro6M,Undirected,Projekte: Maschinenbau
